Region;cartodb_id;Okrug;Year;VVP;Glubina_voronki;Dolya_innovatsionno_aktivnykh_organizatsiy;Dolya_innovatsionnykh_produktov;Dokhody_regionalnogo_byudzheta;Raskhody_regionalnogo_byudzheta;Investitsii_v_osnovnoy_kapital;Saldirovanniy_finansoviy_rezultat_deyatelnosti_predpriyatiy;Saldo_regionalnogo_byudzheta;Year_etalon
Республика Адыгея;37;Южный федеральный округ;2008;817564;5;104;27;107564;100085;30036;700;7479;2003
Республика Адыгея;37;Южный федеральный округ;2009;935483;5;91;1;122782;133467;30632;479;-10685;2004
Республика Адыгея;37;Южный федеральный округ;2010;1072975;6;10;9;125253;130464;31911;376;-5211;2004
Республика Адыгея;37;Южный федеральный округ;2011;1287493;6;97;64;13398;138363;42393;-913;-124965;2005
Республика Адыгея;37;Южный федеральный округ;2012;1472629;6;68;93;156393;154484;38120;-445;1909;2006
Республика Адыгея;37;Южный федеральный округ;2013;1590963;7;104;101;164611;169465;41810;-1551;-4854;2006
Республика Адыгея;37;Южный федеральный округ;2014;1688801;8;85;93;160915;169087;38310;-1625;-8172;2006
Республика Адыгея;37;Южный федеральный округ;2015;1872111;8;79;105;170047;181576;34988;-2000;-11529;2007
Республика Адыгея;37;Южный федеральный округ;2016;1997779;9;42;101;181135;176754;42292;2570;4381;2007
Республика Адыгея;37;Южный федеральный округ;2017;2194572;9;125;76;190562;197648;45977;405;-7086;2008
Республика Адыгея;37;Южный федеральный округ;2018;2387738;8;82;8;235475;232815;69545;2199;2660;2010
Республика Адыгея;37;Южный федеральный округ;2019;2857294;9;44;111;28276;287237;94467;2685;-258961;2010
Республика Адыгея;37;Южный федеральный округ;2020;3085833;9;89;6;353092;360984;83294;2982;-7892;2011
Республика Адыгея;37;Южный федеральный округ;2021;3667017;8;78;44;404737;382291;77032;5790;22446;2013
Республика Адыгея;37;Южный федеральный округ;2022;4357661;7;75;67;441706;43988;93384;6336;397718;2015
Республика Адыгея;37;Южный федеральный округ;2023;517838;6;74;0;68754;134561;57097;4085;-65807;2017
Республика Алтай;77;Сибирский федеральный округ;2005;435923;5;16;0;57991;60011;14427;50;-2020;2000
Республика Алтай;77;Сибирский федеральный округ;2006;566508;4;55;18;73431;72554;19911;25;877;2002
Республика Алтай;77;Сибирский федеральный округ;2007;732517;4;15;19;89904;90591;28929;409;-687;2003
Республика Алтай;77;Сибирский федеральный округ;2008;898375;4;24;2;98937;101535;36468;153;-2598;2004
Республика Алтай;77;Сибирский федеральный округ;2009;945795;5;55;0;134552;127363;33110;17;7189;2004
Республика Алтай;77;Сибирский федеральный округ;2010;1087295;6;65;28;133168;147309;46233;-50;-14141;2004
Республика Алтай;77;Сибирский федеральный округ;2011;1271501;6;221;39;151146;159841;70320;785;-8695;2005
Республика Алтай;77;Сибирский федеральный округ;2012;1454001;6;185;0;139567;137994;51302;1828;1573;2006
Республика Алтай;77;Сибирский федеральный округ;2013;1578874;7;194;1;157575;14857;56175;2725;142718;2006
Республика Алтай;77;Сибирский федеральный округ;2014;1842817;7;107;2;19965;197354;65327;2026;-177389;2007
Республика Алтай;77;Сибирский федеральный округ;2015;1966392;8;109;1;169577;176326;56824;10887;-6749;2007
Республика Алтай;77;Сибирский федеральный округ;2016;2048495;7;62;2;170875;171429;58132;4358;-554;2009
Республика Алтай;77;Сибирский федеральный округ;2017;206394;9;85;12;175784;171486;57233;19875;4298;2008
Республика Алтай;77;Сибирский федеральный округ;2018;2314642;10;66;1;207629;209717;66233;4227;-2088;2008
Республика Алтай;77;Сибирский федеральный округ;2019;2599441;9;53;14;250978;244215;95787;6881;6763;2010
Республика Алтай;77;Сибирский федеральный округ;2020;2849497;10;38;39;295426;301469;60398;19585;-6043;2010
Республика Алтай;77;Сибирский федеральный округ;2021;3224134;10;56;82;317729;314703;66456;28157;3026;2011
Республика Алтай;77;Сибирский федеральный округ;2022;3648026;9;53;59;35730;368523;147730;47883;-332793;2013
Республика Алтай;77;Сибирский федеральный округ;2023;412765;9;1;84;48182;89551;15142;451585;-41369;2014
Республика Башкортостан;61;Приволжский федеральный округ;2005;936831;1;8;37;603235;558481;20735;105898;44754;2004
Республика Башкортостан;61;Приволжский федеральный округ;2006;1245208;1;79;29;835662;749301;26558;95621;86361;2005
Республика Башкортостан;61;Приволжский федеральный округ;2007;1456255;1;117;3;925796;918801;39573;90552;6995;2006
Республика Башкортостан;61;Приволжский федеральный округ;2008;183263;1;126;42;1165382;1074087;50223;83239;91295;2007
Республика Башкортостан;61;Приволжский федеральный округ;2009;1589323;3;134;45;1140957;1174588;34405;62400;-33631;2006
Республика Башкортостан;61;Приволжский федеральный округ;2010;186522;3;111;55;1197263;1222534;37743;133600;-25271;2007
Республика Башкортостан;61;Приволжский федеральный округ;2011;231314;3;135;56;1353577;1406537;46337;109852;-52960;2008
Республика Башкортостан;61;Приволжский федеральный округ;2012;2829184;2;131;6;1451555;1551375;57521;117592;-99820;2010
Республика Башкортостан;61;Приволжский федеральный округ;2013;2861317;3;123;62;1540275;1714935;65529;149224;-174660;2010
Республика Башкортостан;61;Приволжский федеральный округ;2014;3095208;3;104;82;1657409;1795684;69653;123587;-138275;2011
Республика Башкортостан;61;Приволжский федеральный округ;2015;3233674;4;91;107;1777997;1796778;78046;80295;-18781;2011
Республика Башкортостан;61;Приволжский федеральный округ;2016;3288208;5;73;84;195174;1850717;87271;172727;-1655543;2011
Республика Башкортостан;61;Приволжский федеральный округ;2017;3469022;5;14;7;2010012;189307;68532;261733;1820705;2012
Республика Башкортостан;61;Приволжский федеральный округ;2018;412530;3;124;63;2398856;2152693;66024;247217;246163;2015
Республика Башкортостан;61;Приволжский федеральный округ;2019;4458615;4;103;65;2394251;255738;83497;232619;2138513;2015
Республика Башкортостан;61;Приволжский федеральный округ;2020;4208155;6;251;79;2615428;298888;90885;110794;2316540;2014
Республика Башкортостан;61;Приволжский федеральный округ;2021;4990448;4;212;8;2902244;2990132;105439;345953;-87888;2017
Республика Башкортостан;61;Приволжский федеральный округ;2022;5918169;4;148;51;3295498;3434474;125444;374700;-138976;2018
Республика Башкортостан;61;Приволжский федеральный округ;2023;701835;2;363;14;340928;799996;117208;11971;-459068;2021
Республика Бурятия;10;Дальневосточный федеральный округ;2005;773132;2;67;4;155576;158362;9913;1448;-2786;2003
Республика Бурятия;10;Дальневосточный федеральный округ;2006;953718;2;75;68;213332;211414;16563;2316;1918;2004
Республика Бурятия;10;Дальневосточный федеральный округ;2007;1119258;3;72;56;28167;278841;20269;6635;-250674;2004
Республика Бурятия;10;Дальневосточный федеральный округ;2008;129893;3;75;64;345636;338871;24580;13553;6765;2005
Республика Бурятия;10;Дальневосточный федеральный округ;2009;1295168;4;6;2;405896;399138;25184;8389;6758;2005
Республика Бурятия;10;Дальневосточный федеральный округ;2010;1375649;5;11;2;391981;408264;34584;-4565;-16283;2005
Республика Бурятия;10;Дальневосточный федеральный округ;2011;1581366;5;118;48;447543;446604;41940;19336;939;2006
Республика Бурятия;10;Дальневосточный федеральный округ;2012;1695529;6;102;58;472724;483846;42388;13536;-11122;2006
Республика Бурятия;10;Дальневосточный федеральный округ;2013;1818282;6;67;6;520015;523677;43158;9077;-3662;2007
Республика Бурятия;10;Дальневосточный федеральный округ;2014;1910439;7;85;106;504096;54602;37636;14252;449494;2007
Республика Бурятия;10;Дальневосточный федеральный округ;2015;2068803;8;48;18;528435;540626;36945;26920;-12191;2007
Республика Бурятия;10;Дальневосточный федеральный округ;2016;2016154;9;64;25;515353;540638;34016;15732;-25285;2007
Республика Бурятия;10;Дальневосточный федеральный округ;2017;2048257;10;94;24;566423;593431;42886;13474;-27008;2007
Республика Бурятия;10;Дальневосточный федеральный округ;2018;2298369;8;68;2;647784;651575;49552;27162;-3791;2010
Республика Бурятия;10;Дальневосточный федеральный округ;2019;2899544;9;52;14;80090;805739;73969;20122;-725649;2010
Республика Бурятия;10;Дальневосточный федеральный округ;2020;3071982;9;58;18;947184;966551;72270;26827;-19367;2011
Республика Бурятия;10;Дальневосточный федеральный округ;2021;3477382;9;46;37;1057719;1062729;74026;40056;-5010;2012
Республика Бурятия;10;Дальневосточный федеральный округ;2022;3936281;8;44;103;1258674;130707;108696;84395;1127967;2014
Республика Бурятия;10;Дальневосточный федеральный округ;2023;445574;8;8;4;156676;315505;67404;63573;-158829;2015
Республика Дагестан;14;Северо-Кавказский федеральный округ;2005;338398;6;92;24;225799;230535;10090;2107;-4736;1999
Республика Дагестан;14;Северо-Кавказский федеральный округ;2006;468538;5;109;55;271239;265546;14939;-254;5693;2001
Республика Дагестан;14;Северо-Кавказский федеральный округ;2007;587039;5;107;35;387824;381657;22711;2406;6167;2002
Республика Дагестан;14;Северо-Кавказский федеральный округ;2008;801101;5;83;32;526144;496515;32202;-1005;29629;2003
Республика Дагестан;14;Северо-Кавказский федеральный округ;2009;972995;5;79;8;64437;67631;37047;4135;-3194;2004
Республика Дагестан;14;Северо-Кавказский федеральный округ;2010;948836;6;67;59;624073;640585;41727;208;-16512;2004
Республика Дагестан;14;Северо-Кавказский федеральный округ;2011;1130342;6;29;3;714091;750706;46920;-5870;-36615;2005
Республика Дагестан;14;Северо-Кавказский федеральный округ;2012;1275287;7;65;9;799885;811057;51981;-7738;-11172;2005
Республика Дагестан;14;Северо-Кавказский федеральный округ;2013;1532609;7;103;1;85965;89420;60598;-6450;-3455;2006
Республика Дагестан;14;Северо-Кавказский федеральный округ;2014;1773953;7;122;6;899002;924693;67933;-7509;-25691;2007
Республика Дагестан;14;Северо-Кавказский федеральный округ;2015;1895752;8;73;6;905899;946986;65791;-9938;-41087;2007
Республика Дагестан;14;Северо-Кавказский федеральный округ;2016;1924541;9;25;4;980656;962531;65886;-9302;18125;2007
Республика Дагестан;14;Северо-Кавказский федеральный округ;2017;1938653;10;91;3;1072783;1035823;61367;-11920;36960;2007
Республика Дагестан;14;Северо-Кавказский федеральный округ;2018;2032723;10;22;3;1198741;1079495;65620;-21231;119246;2008
Республика Дагестан;14;Северо-Кавказский федеральный округ;2019;2303455;11;5;4;1347862;1295981;74065;-22556;51881;2008
Республика Дагестан;14;Северо-Кавказский федеральный округ;2020;2372773;12;3;13;181313;1795845;89591;-15961;-1614532;2008
Республика Дагестан;14;Северо-Кавказский федеральный округ;2021;2590764;11;38;22;1858999;1810599;81814;-8142;48400;2010
Республика Дагестан;14;Северо-Кавказский федеральный округ;2022;2828782;12;31;35;2104841;2296838;98239;-9056;-191997;2010
Республика Дагестан;14;Северо-Кавказский федеральный округ;2023;308867;12;648;45;441346;826825;158569;-5655;-385479;2011
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2005;174351;7;0;0;55399;56334;8063;-260;-935;1998
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2006;184424;8;0;0;6439;6425;6879;-748;14;1998
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2007;338901;7;0;0;92453;89092;15477;-465;3361;2000
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2008;38057;7;0;0;127091;88953;7842;-666;38138;2001
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2009;364059;8;0;1;145285;152195;15531;-190;-6910;2001
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2010;482392;9;0;1;156905;173018;18039;-1191;-16113;2001
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2011;635697;9;59;2;176992;170275;14439;-824;6717;2002
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2012;857379;9;0;11;205893;206615;33864;-463;-722;2003
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2013;1022415;9;0;0;203497;240642;42791;-663;-37145;2004
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2014;1132249;9;20;2;244716;243028;35334;-317;1688;2005
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2015;1069557;11;56;1;244092;265659;42190;-1857;-21567;2004
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2016;1095234;12;0;9;286613;277954;43287;-835;8659;2004
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2017;1088433;13;143;5;230006;228834;43774;-1465;1172;2004
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2018;1125534;13;105;4;24820;245136;44814;-3424;-220316;2005
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2019;1469287;13;8;4;26715;260621;48102;-3924;-233906;2006
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2020;1385792;15;15;45;35791;362228;42450;-4284;-326437;2005
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2021;1485868;15;39;17;395712;395519;41499;-4823;193;2006
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2022;1593171;16;11;5;485791;479606;44488;-3193;6185;2006
Республика Ингушетия;34;Северо-Кавказский федеральный округ;2023;170822;17;10;6407;86066;116871;29176;-5575;-30805;2006
Республика Калмыкия;38;Южный федеральный округ;2005;330179;6;0;0;37908;43389;10440;-423;-5481;1999
Республика Калмыкия;38;Южный федеральный округ;2006;446074;6;0;0;45803;46456;13026;-460;-653;2000
Республика Калмыкия;38;Южный федеральный округ;2007;601522;5;0;0;65263;66811;21480;-549;-1548;2002
Республика Калмыкия;38;Южный федеральный округ;2008;730051;5;0;0;84758;84303;27916;-2078;455;2003
Республика Калмыкия;38;Южный федеральный округ;2009;842741;6;0;0;94665;100763;31116;-288;-6098;2003
Республика Калмыкия;38;Южный федеральный округ;2010;843594;7;0;0;92367;93824;24095;-278;-1457;2003
Республика Калмыкия;38;Южный федеральный округ;2011;1018732;7;11;0;94517;97413;33979;-74;-2896;2004
Республика Калмыкия;38;Южный федеральный округ;2012;1257739;7;12;4;11961;101063;48439;-511;-89102;2005
Республика Калмыкия;38;Южный федеральный округ;2013;1454208;7;48;0;102088;117736;53986;-197;-15648;2006
Республика Калмыкия;38;Южный федеральный округ;2014;1659499;8;24;1;107124;11339;80376;-543;95785;2006
Республика Калмыкия;38;Южный федеральный округ;2015;1857989;8;24;6;112575;123636;59380;167;-11061;2007
Республика Калмыкия;38;Южный федеральный округ;2016;2206628;9;2;5;116371;121964;32842;770;-5593;2007
Республика Калмыкия;38;Южный федеральный округ;2017;2579767;9;58;7;129165;135137;40573;745;-5972;2008
Республика Калмыкия;38;Южный федеральный округ;2018;2689201;7;56;34;151854;152941;47341;1189;-1087;2011
Республика Калмыкия;38;Южный федеральный округ;2019;3272889;8;15;16;18114;185214;58297;-416;-167100;2011
Республика Калмыкия;38;Южный федеральный округ;2020;3475234;8;28;5;227215;247392;139139;980;-20177;2012
Республика Калмыкия;38;Южный федеральный округ;2021;371956;8;26;11;234962;248034;66358;2259;-13072;2013
Республика Калмыкия;38;Южный федеральный округ;2022;3981063;8;27;3;275756;284842;53692;-456;-9086;2014
Республика Калмыкия;38;Южный федеральный округ;2023;426095;9;18;0;44844;104706;1891720;-12812;-59862;2014
Республика Карелия;83;Северо-Западный федеральный округ;2005;1129503;0;56;4;138168;135361;22377;10856;2807;2005
Республика Карелия;83;Северо-Западный федеральный округ;2006;1211334;1;61;5;156019;166463;26003;7407;-10444;2005
Республика Карелия;83;Северо-Западный федеральный округ;2007;1511825;1;58;3;187415;197759;27683;9594;-10344;2006
Республика Карелия;83;Северо-Западный федеральный округ;2008;1671921;2;61;7;270369;27402;37925;7292;242967;2006
Республика Карелия;83;Северо-Западный федеральный округ;2009;1548845;3;53;17;257596;291621;27239;-1552;-34025;2006
Республика Карелия;83;Северо-Западный федеральный округ;2010;1866512;3;66;13;318509;323396;35310;14132;-4887;2007
Республика Карелия;83;Северо-Западный федеральный округ;2011;241688;3;92;3;359354;36094;46232;18135;323260;2008
Республика Карелия;83;Северо-Западный федеральный округ;2012;2519814;4;109;3;331509;353951;53183;8991;-22442;2008
Республика Карелия;83;Северо-Западный федеральный округ;2013;2810216;3;81;2;305767;364627;53808;9468;-58860;2010
Республика Карелия;83;Северо-Западный федеральный округ;2014;3018181;3;77;2;341177;378346;52725;3636;-37169;2011
Республика Карелия;83;Северо-Западный федеральный округ;2015;3359445;3;72;2;348015;385789;51865;10485;-37774;2012
Республика Карелия;83;Северо-Западный федеральный округ;2016;3682502;3;64;3;393236;419409;55213;24442;-26173;2013
Республика Карелия;83;Северо-Западный федеральный округ;2017;4030765;3;95;3;411086;435927;66531;34159;-24841;2014
Республика Карелия;83;Северо-Западный федеральный округ;2018;4514364;1;92;26;54378;502433;66482;-18589;-448055;2017
Республика Карелия;83;Северо-Западный федеральный округ;2019;5178879;2;71;22;585435;575562;78336;62199;9873;2017
Республика Карелия;83;Северо-Западный федеральный округ;2020;5278304;3;7;28;681827;750125;93133;51164;-68298;2017
Республика Карелия;83;Северо-Западный федеральный округ;2021;7377819;-1;64;33;809936;774844;129832;140592;35092;2022
Республика Карелия;83;Северо-Западный федеральный округ;2022;1031244;-2;55;29;839156;907764;180278;55962;-68608;2024
Республика Карелия;83;Северо-Западный федеральный округ;2023;1441435;-1;7;6;107711;249632;156506;28478;-141921;2024
Республика Коми;25;Северо-Западный федеральный округ;2005;1760752;-1;71;0;244802;235065;51812;24935;9737;2006
Республика Коми;25;Северо-Западный федеральный округ;2006;2229899;-2;81;43;300674;293948;75697;27563;6726;2008
Республика Коми;25;Северо-Западный федеральный округ;2007;2482527;-3;81;55;342013;338072;64881;31364;3941;2010
Республика Коми;25;Северо-Западный федеральный округ;2008;3029126;-3;97;47;439246;443465;86838;14439;-4219;2011
Республика Коми;25;Северо-Западный федеральный округ;2009;3156625;-2;63;6;453637;464151;113484;36436;-10514;2011
Республика Коми;25;Северо-Западный федеральный округ;2010;3907404;-3;75;32;49551;485643;124022;56898;-436092;2013
Республика Коми;25;Северо-Западный федеральный округ;2011;4873635;-5;61;78;580759;593311;226406;94169;-12552;2016
Республика Коми;25;Северо-Западный федеральный округ;2012;5411553;-6;76;54;670854;690204;262327;75207;-19350;2018
Республика Коми;25;Северо-Западный федеральный округ;2013;5503862;-5;88;51;621909;74619;227258;85182;547290;2018
Республика Коми;25;Северо-Западный федеральный округ;2014;5576413;-4;89;53;65768;766825;231540;47083;-701057;2018
Республика Коми;25;Северо-Западный федеральный округ;2015;613975;-4;52;33;674197;760849;197456;65817;-86652;2019
Республика Коми;25;Северо-Западный федеральный округ;2016;641525;-4;45;23;718499;781237;234582;57825;-62738;2020
Республика Коми;25;Северо-Западный федеральный округ;2017;6806708;-4;88;4;826545;79849;158626;73679;746696;2021
Республика Коми;25;Северо-Западный федеральный округ;2018;7967597;-6;106;12;959702;855306;151510;112787;104396;2024
Республика Коми;25;Северо-Западный федеральный округ;2019;8700978;-5;72;16;991284;954624;147304;105060;36660;2024
Республика Коми;25;Северо-Западный федеральный округ;2020;7506033;-2;8;1;1024171;1146356;171900;13785;-122185;2022
Республика Коми;25;Северо-Западный федеральный округ;2021;10599604;-3;89;4;1185792;1158979;157897;140227;26813;2024
Республика Коми;25;Северо-Западный федеральный округ;2022;1496817;-2;107;13;144856;1301061;162260;15224;-1156205;2024
Республика Коми;25;Северо-Западный федеральный округ;2023;2113723;-1;11;0;112952;276003;273187;31;-163050;2024
Республика Крым;200;Южный федеральный округ;2005;0;0;0;0;0;0;0;0;0;0
Республика Крым;200;Южный федеральный округ;2006;0;0;0;0;0;0;0;0;0;0
Республика Крым;200;Южный федеральный округ;2007;0;0;0;0;0;0;0;0;0;0
Республика Крым;200;Южный федеральный округ;2008;0;0;0;0;0;0;0;0;0;0
Республика Крым;200;Южный федеральный округ;2009;0;0;0;0;0;0;0;0;0;0
Республика Крым;200;Южный федеральный округ;2010;0;0;0;0;0;0;0;0;0;0
Республика Крым;200;Южный федеральный округ;2011;0;0;0;0;0;0;0;0;0;0
Республика Крым;200;Южный федеральный округ;2012;0;0;0;0;0;0;0;0;0;0
Республика Крым;200;Южный федеральный округ;2013;0;0;0;0;2193732;0;0;0;2193732;0
Республика Крым;200;Южный федеральный округ;2014;1005264;10;115;7;1314076;113884;14034;-47094;1200192;2004
Республика Крым;200;Южный федеральный округ;2015;1398733;10;51;12;957666;100178;25023;-21114;857488;2005
Республика Крым;200;Южный федеральный округ;2016;1716238;10;28;11;1167456;1313178;39167;38577;-145722;2006
Республика Крым;200;Южный федеральный округ;2017;180925;8;87;14;1604001;1617181;102560;48987;-13180;2009
Республика Крым;200;Южный федеральный округ;2018;2045714;10;72;8;1755095;1754705;154759;-8237;390;2008
Республика Крым;200;Южный федеральный округ;2019;2486771;9;46;1;1926504;1923701;117033;2722;2803;2010
Республика Крым;200;Южный федеральный округ;2020;2711695;10;48;7;2250185;2235554;116213;-10617;14631;2010
Республика Крым;200;Южный федеральный округ;2021;3088479;10;68;4;2181297;2234772;86394;18234;-53475;2011
Республика Крым;200;Южный федеральный округ;2022;3517616;10;6;11;2837097;2846534;111277;15125;-9437;2012
Республика Крым;200;Южный федеральный округ;2023;400638;9;106;5;530088;486274;45530;696268;43814;2014
Республика Марий Эл;60;Приволжский федеральный округ;2005;465895;4;4;2;8188;8197;10787;885;-9;2001
Республика Марий Эл;60;Приволжский федеральный округ;2006;615753;4;53;32;104638;10607;15078;1777;94031;2002
Республика Марий Эл;60;Приволжский федеральный округ;2007;781178;4;56;17;131279;137206;24405;3049;-5927;2003
Республика Марий Эл;60;Приволжский федеральный округ;2008;937269;4;75;19;16018;167141;30510;3173;-151123;2004
Республика Марий Эл;60;Приволжский федеральный округ;2009;983599;5;69;31;171007;176709;22710;1582;-5702;2004
Республика Марий Эл;60;Приволжский федеральный округ;2010;1181104;5;79;29;191564;206609;31980;2655;-15045;2005
Республика Марий Эл;60;Приволжский федеральный округ;2011;1402438;6;86;49;215607;228537;38707;3892;-12930;2005
Республика Марий Эл;60;Приволжский федеральный округ;2012;1695147;6;106;1;227042;245265;45787;5300;-18223;2006
Республика Марий Эл;60;Приволжский федеральный округ;2013;1826642;6;88;22;249529;267019;66971;3024;-17490;2007
Республика Марий Эл;60;Приволжский федеральный округ;2014;2084061;7;71;104;261968;28459;68639;2636;233509;2007
Республика Марий Эл;60;Приволжский федеральный округ;2015;2500393;7;83;92;273787;298438;58737;4460;-24651;2008
Республика Марий Эл;60;Приволжский федеральный округ;2016;2316102;8;59;82;27269;276312;39788;3317;-249043;2008
Республика Марий Эл;60;Приволжский федеральный округ;2017;2430964;9;103;142;306928;305482;35156;7685;1446;2008
Республика Марий Эл;60;Приволжский федеральный округ;2018;2608452;8;88;28;308216;304817;41437;4233;3399;2010
Республика Марий Эл;60;Приволжский федеральный округ;2019;2989887;8;113;106;367925;350484;40448;-6505;17441;2011
Республика Марий Эл;60;Приволжский федеральный округ;2020;2922291;9;95;62;473463;472179;54020;3603;1284;2011
Республика Марий Эл;60;Приволжский федеральный округ;2021;3296598;10;12;62;551621;513804;56810;14041;37817;2011
Республика Марий Эл;60;Приволжский федеральный округ;2022;3718849;9;116;69;59114;569014;62919;20264;-509900;2013
Республика Марий Эл;60;Приволжский федеральный округ;2023;419518;9;6;1;100894;175513;128685;-612;-74619;2014
Республика Мордовия;48;Приволжский федеральный округ;2005;509826;4;62;56;19406;198553;17417;2010;-179147;2001
Республика Мордовия;48;Приволжский федеральный округ;2006;680258;4;88;131;143394;162362;22995;4446;-18968;2002
Республика Мордовия;48;Приволжский федеральный округ;2007;912881;3;96;373;204782;196949;32481;11411;7833;2004
Республика Мордовия;48;Приволжский федеральный округ;2008;1124144;4;88;99;248973;265978;46915;11660;-17005;2004
Республика Мордовия;48;Приволжский федеральный округ;2009;1119036;5;106;202;284389;282403;39267;-1339;1986;2004
Республика Мордовия;48;Приволжский федеральный округ;2010;1259755;5;94;231;308588;383239;48765;189;-74651;2005
Республика Мордовия;48;Приволжский федеральный округ;2011;144636;5;124;22;338493;416005;58687;3191;-77512;2006
Республика Мордовия;48;Приволжский федеральный округ;2012;163399;6;131;229;408634;438108;60613;4165;-29474;2006
Республика Мордовия;48;Приволжский федеральный округ;2013;1823802;6;169;239;36616;407275;65877;4660;-370659;2007
Республика Мордовия;48;Приволжский федеральный округ;2014;2145194;5;183;269;398763;456263;58585;2212;-57500;2009
Республика Мордовия;48;Приволжский федеральный округ;2015;2231611;7;166;27;38064;469072;65272;2768;-431008;2008
Республика Мордовия;48;Приволжский федеральный округ;2016;249649;8;134;272;42063;464458;65135;6513;-422395;2008
Республика Мордовия;48;Приволжский федеральный округ;2017;2669176;7;189;275;398534;499154;72552;-62558;-100620;2010
Республика Мордовия;48;Приволжский федеральный округ;2018;2840101;7;164;243;411494;481963;63990;5143;-70469;2011
Республика Мордовия;48;Приволжский федеральный округ;2019;3314123;8;212;238;467413;454101;66939;13485;13312;2011
Республика Мордовия;48;Приволжский федеральный округ;2020;3395277;8;204;209;574334;556913;58224;26045;17421;2012
Республика Мордовия;48;Приволжский федеральный округ;2021;3846357;8;20;245;661073;621609;65532;31948;39464;2013
Республика Мордовия;48;Приволжский федеральный округ;2022;4357365;7;175;218;845287;691217;76531;38177;154070;2015
Республика Мордовия;48;Приволжский федеральный округ;2023;493626;6;18;14;106551;85923;38315;187648;20628;2017
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2005;191896;-2;51;2;51754;645144;51351;33609;-593390;2007
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2006;2177424;-3;7;4;56028;607371;59602;33436;-551343;2009
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2007;2552388;-3;57;4;653438;660959;126038;38048;-7521;2010
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2008;3256052;-3;47;26;796246;833476;165111;31828;-37230;2011
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2009;3471956;-3;46;2;926877;90679;369900;9566;836198;2012
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2010;4036585;-4;74;11;1049855;1012233;136172;34270;37622;2014
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2011;5086744;-6;81;4;1261383;1215844;198953;69759;45539;2017
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2012;566387;-6;67;3;1401875;143783;214713;81298;1258092;2018
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2013;5970374;-6;79;29;153845;1640876;203045;47701;-1487031;2019
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2014;6885401;-7;85;16;1723329;1773674;189540;5117;-50345;2021
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2015;7801398;-8;7;7;1864732;1907962;206651;24816;-43230;2023
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2016;8974604;-8;76;38;1961872;2037267;286682;249645;-75395;2024
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2017;951330;-7;114;11;2032658;211708;401409;109618;1820950;2024
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2018;11231138;-6;86;8;2483287;2357907;417770;154686;125380;2024
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2019;12662986;-5;39;6;2490103;2517385;434185;191620;-27282;2024
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2020;11603971;-4;86;8;2751738;2765612;226931;227611;-13874;2024
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2021;16367342;-3;145;2;3582986;3192472;420242;363246;390514;2024
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2022;2308605;-2;123;1;350976;3641564;617707;279743;-3290588;2024
Республика Саха (Якутия);67;Дальневосточный федеральный округ;2023;3256276;-1;92;2;371344;446257;32400;381461;-74913;2024
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2005;441272;5;21;1;98319;102383;8432;-744;-4064;2000
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2006;617493;4;25;1;114168;113168;9848;1567;1000;2002
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2007;752258;4;44;2;142176;150435;20863;1275;-8259;2003
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2008;821888;5;33;0;20202;197852;24258;-911;-177650;2003
